id,name,did,fid,sid,works_count
T14516,English Language Learning and Teaching,D1,F3,S26,33730
T13139,Polish Legal and Social Issues,D2,F13,S110,33713
T12036,Argentine historical studies,D2,F13,S112,33706
T11329,Limits and Structures in Graph Theory,D1,F8,S76,33684
T12347,Ginger and Zingiberaceae research,D3,F21,S185,33642
T12534,Protein Degradation and Inhibitors,D3,F18,S158,33641
T12382,History of Education Research in Brazil,D2,F12,S97,33620
T12321,Insect Pheromone Research and Control,D3,F17,S147,33611
T13851,"Law, AI, and Intellectual Property",D1,F3,S25,33599
T12225,Political Influence and Corporate Strategies,D2,F16,S137,33552
T11729,Product Development and Customization,D2,F16,S140,33546
T11944,Participatory Visual Research Methods,D2,F13,S105,33542
T13306,Geography and Education Methods,D2,F13,S105,33537
T11534,Erythropoietin and Anemia Treatment,D4,F22,S216,33528
T11773,Healthcare Operations and Scheduling Optimization,D4,F23,S227,33456
T12080,Injection Molding Process and Properties,D1,F1,S5,33455
T13058,Soil and Land Suitability Analysis,D1,F4,S37,33453
T13669,China's Global Influence and Migration,D2,F13,S106,33441
T12745,Dietary Effects on Health,D4,F22,S166,33439
T12595,Romani and Gypsy Studies,D4,F23,S224,33436
T14390,Real estate and construction management,D1,F1,S14,33394
T11342,Carbon and Quantum Dots Applications,D1,F5,S46,33350
T13733,Moravian Church and William Blake,D2,F12,S93,33317
T11872,Barrier Structure and Function Studies,D3,F19,S172,33311
T13530,Climate Change and Environmental Impact,D1,F4,S40,33265
T12481,Digital Accessibility for Disabilities,D2,F13,S121,33199
T12056,Markov Chains and Monte Carlo Methods,D1,F8,S70,33187
T14265,Social and Behavioral Studies,D2,F13,S123,33181
T13848,Ottoman and Turkish Studies,D2,F12,S97,33171
T12194,Cultural Competency in Health Care,D2,F13,S105,33088
T13385,Infectious Diseases and Mycology,D4,F26,S243,33088
T11908,Protein Interaction Studies and Fluorescence Analysis,D3,F18,S158,33074
T12249,Veterinary Orthopedics and Neurology,D4,F26,S243,33048
T14394,Cognitive Science and Education Research,D3,F19,S173,33019
T14485,Language Acquisition and Education,D2,F15,S134,33012
T13474,Autobiographical and Biographical Writing,D2,F12,S93,32944
T13886,Operations Management Techniques,D2,F14,S128,32899
T11230,Innovative Energy Harvesting Technologies,D1,F1,S5,32895
T11983,"Identity, Memory, and Therapy",D2,F15,S134,32843
T12062,Approximation Theory and Sequence Spaces,D1,F8,S70,32826
T14517,Diverse Historical and Scientific Studies,D2,F12,S99,32744
T12175,Social Representations and Identity,D2,F15,S132,32720
T12725,transportation and logistics systems,D2,F13,S113,32710
T12340,Anodic Oxide Films and Nanostructures,D1,F5,S46,32706
T12822,Turfgrass Adaptation and Management,D1,F4,S39,32654
T13319,Film in Education and Therapy,D4,F23,S232,32630
T13423,Social Policies and Healthcare Reform,D4,F23,S224,32557
T12064,Intraperitoneal and Appendiceal Malignancies,D4,F22,S190,32536
T11659,Advanced Image Fusion Techniques,D1,F1,S13,32524
T11165,Image and Video Quality Assessment,D1,F3,S28,32507
T12789,Planarian Biology and Electrostimulation,D3,F18,S158,32462
T11869,Per- and polyfluoroalkyl substances research,D1,F4,S39,32435
T11720,Probability and Risk Models,D2,F14,S128,32411
T12462,Elder Abuse and Neglect,D2,F13,S114,32402
T11785,Nausea and vomiting management,D4,F22,S190,32378
T12018,Coronary Artery Anomalies,D4,F22,S200,32306
T11686,Dendrimers and Hyperbranched Polymers,D1,F5,S51,32305
T13092,Environmental Chemistry and Analysis,D1,F4,S39,32282
T12891,Medicinal Plants and Neuroprotection,D4,F22,S197,32278
T14046,Bach Studies and Logistics Development,D2,F12,S93,32274
T12218,Coal and Its By-products,D1,F6,S60,32272
T12700,Doping in Sports,D2,F13,S105,32268
T12691,Coccidia and coccidiosis research,D3,F17,S150,32262
T10652,Racial and Ethnic Identity Research,D2,F13,S105,32260
T12342,Vascular anomalies and interventions,D4,F22,S190,32259
T11615,Control and Dynamics of Mobile Robots,D1,F1,S9,32232
T12660,Plant Disease Management Techniques,D3,F17,S146,32225
T10740,Wind Turbine Control Systems,D1,F1,S2,32216
T12235,Child Abuse and Related Trauma,D4,F22,S188,32207
T13501,Legal Issues in Turkey,D2,F13,S108,32175
T12195,Aerogels and thermal insulation,D1,F7,S64,32142
T11907,Copper-based nanomaterials and applications,D1,F5,S46,32141
T13110,Colorectal and Anal Carcinomas,D4,F22,S190,32135
T14072,Immunotoxicology and immune responses,D3,F20,S179,32103
T12158,Guidance and Control Systems,D1,F1,S1,32079
T12075,Sodium Intake and Health,D4,F24,S235,32039
T12894,Date Palm Research Studies,D3,F17,S146,32021
T14287,Music Education and Analysis,D2,F13,S107,31991
T12672,Phagocytosis and Immune Regulation,D3,F20,S179,31973
T12485,"Optimism, Hope, and Well-being",D2,F15,S136,31927
T13999,Digital Rights Management and Security,D1,F3,S26,31869
T13304,Synthesis and Reactivity of Sulfur-Containing Compounds,D1,F7,S63,31835
T13430,Lipid metabolism and disorders,D4,F22,S196,31830
T12874,Digital Imaging for Blood Diseases,D1,F3,S28,31828
T13947,Media Discourse and Social  Analysis,D2,F13,S105,31820
T11516,Visual and Cognitive Learning Processes,D2,F15,S133,31810
T12211,Aluminum toxicity and tolerance in plants and animals,D3,F17,S146,31786
T12486,Food Supply Chain Traceability,D3,F17,S151,31774
T13104,Chemical and Physical Properties of Materials,D1,F5,S46,31761
T14236,Educational Tools and Methods,D2,F13,S124,31745
T13872,Vocational and Entrepreneurial Education,D2,F13,S107,31740
T12020,Enhanced Recovery After Surgery,D4,F22,S190,31668
T11576,IgG4-Related and Inflammatory Diseases,D4,F22,S211,31635
T13138,Legal and Constitutional Studies,D2,F11,S89,31582
T14033,Education in Rural Contexts,D2,F13,S107,31571
T13525,Cambodian History and Society,D2,F13,S105,31562
T13079,Heavy Metals in Plants,D1,F7,S67,31542
T12173,Body Contouring and Surgery,D4,F22,S190,31541
T13604,"Adsorption, diffusion, and thermodynamic properties of materials",D1,F7,S64,31507
T11997,Free Will and Agency,D3,F19,S173,31505
T11506,Children's Rights and Participation,D2,F13,S105,31502
T14241,Evasion and Academic Success Factors,D2,F13,S114,31501
T13952,Information Technology and Learning,D2,F13,S107,31471
T13583,Jury Decision Making Processes,D2,F13,S110,31415
T11687,Teleoperation and Haptic Systems,D1,F1,S5,31395
T13449,Organizational Management and Change,D2,F16,S141,31380
T13109,Theological Perspectives and Practices,D2,F13,S105,31374
T14371,Hume's philosophy and hair distribution,D2,F13,S109,31374
T12352,Heparin-Induced Thrombocytopenia and Thrombosis,D4,F22,S190,31366
T13584,Coal Combustion and Slurry Processing,D1,F1,S5,31357
T14113,Global Socioeconomic and Political Dynamics,D2,F11,S89,31287
T13905,Telecommunications and Broadcasting Technologies,D1,F1,S13,31280
T13633,Public Health and Social Inequalities,D2,F13,S123,31273
T12992,Metastasis and carcinoma case studies,D4,F22,S200,31260
T12685,Phytochemical compounds biological activities,D3,F18,S158,31205
T14048,Silkworms and Sericulture Research,D3,F17,S147,31162
T11896,Opportunistic and Delay-Tolerant Networks,D1,F3,S29,31124
T14420,Advanced Research in Systems and Signal Processing,D1,F1,S9,31067
T13569,Microscopic Colitis,D4,F22,S193,31059
T12932,Powder Metallurgy Techniques and Materials,D1,F1,S5,31053
T12061,Axon Guidance and Neuronal Signaling,D3,F19,S171,31028
T13107,Congenital limb and hand anomalies,D3,F18,S170,31021
T14320,Optics and Image Analysis,D2,F16,S139,31008
T13302,Amazonian Archaeology and Ethnohistory,D2,F12,S97,30901
T11210,Mathematical Analysis and Transform Methods,D1,F8,S71,30859
T12346,Phytochemistry and biological activity of medicinal plants,D3,F17,S146,30772
T12288,Optimization and Search Problems,D1,F3,S29,30767
T12742,Sunflower and Safflower Cultivation,D3,F17,S146,30761
T12259,Environmental Justice and Health Disparities,D2,F13,S105,30730
T12615,Climate Change and Geoengineering,D1,F4,S40,30707
T11774,Adsorption and Cooling Systems,D1,F1,S5,30690
T11941,Power System Reliability and Maintenance,D1,F1,S11,30600
T11889,Ginseng Biological Effects and Applications,D3,F18,S158,30591
T12661,Iterative Methods for Nonlinear Equations,D1,F8,S75,30546
T13055,Global Security and Public Health,D2,F13,S105,30533
T14403,Educational Challenges and Innovations,D1,F3,S26,30433
T12506,Nuclear materials and radiation effects,D1,F5,S46,30430
T12659,Innovation Diffusion and Forecasting,D2,F14,S128,30395
T12800,Musculoskeletal synovial abnormalities and treatments,D4,F22,S211,30349
T13221,Biological Activity of Diterpenoids and Biflavonoids,D3,F18,S158,30330
T11911,Spatial and Panel Data Analysis,D2,F11,S89,30320
T12198,Oral health in cancer treatment,D4,F22,S200,30278
T12625,Sympathectomy and Hyperhidrosis Treatments,D4,F22,S166,30256
T12038,Covalent Organic Framework Applications,D1,F5,S46,30250
T11081,Advanced Control Systems Design,D1,F1,S9,30236
T13864,Indigenous Cultures and History,D2,F13,S106,30232
T12946,Fractal and DNA sequence analysis,D3,F18,S158,30210
T12201,Agricultural Engineering and Mechanization,D1,F1,S5,30165
T12607,Personal Information Management and User Behavior,D2,F14,S126,30138
T12278,Vascular Tumors and Angiosarcomas,D4,F22,S204,30107
T13685,Material Science and Thermodynamics,D1,F1,S5,30088
T11384,Critical Race Theory in Education,D2,F13,S105,30085
T13654,Urban Planning and Landscape Design,D1,F4,S37,30078
T12433,Skin Diseases and Diabetes,D4,F22,S203,30055
T12065,Hippo pathway signaling and YAP/TAZ,D3,F18,S160,29941
T12719,Aerospace Engineering and Energy Systems,D1,F1,S1,29874
T13209,Cold Fusion and Nuclear Reactions,D1,F6,S60,29827
T12896,Sustainable Agricultural Systems Analysis,D1,F4,S39,29813
T13187,Diffusion and Search Dynamics,D3,F18,S158,29799
T12584,Hospitality and Tourism Education,D2,F16,S145,29798
T14267,Technology in Education and Healthcare,D2,F13,S107,29791
T14436,Employee Performance and Leadership,D2,F16,S141,29767
T12280,Magnesium in Health and Disease,D4,F24,S235,29761
T13645,Thermodynamic and Structural Properties of Metals and Alloys,D1,F1,S5,29720
T12384,Customer churn and segmentation,D2,F16,S142,29710
T11564,Mathematical Inequalities and Applications,D1,F8,S71,29685
T12419,Phonocardiography and Auscultation Techniques,D4,F22,S200,29684
T13659,Ombudsman and Human Rights,D2,F13,S105,29661
T12488,Mental Health via Writing,D2,F15,S132,29653
T13333,American Political and Social Dynamics,D2,F12,S97,29652
T12490,Software Engineering and Design Patterns,D2,F13,S117,29650
T12900,Organ and Tissue Transplantation Research,D4,F22,S221,29599
T13060,Adventure Sports and Sensation Seeking,D2,F15,S132,29570
T13557,Environmental and sustainability education,D1,F4,S37,29568
T12888,Military Strategy and Technology,D1,F1,S9,29438
T11321,Error Correcting Code Techniques,D1,F3,S29,29434
T14433,Post-Communist Economic and Political Transition,D2,F13,S108,29403
T12199,Vascular Anomalies and Treatments,D4,F22,S159,29401
T13153,Rousseau and Enlightenment Thought,D2,F12,S92,29355
T14502,High-Voltage Power Transmission Systems,D1,F1,S2,29327
T12622,Neurosurgical Procedures and Complications,D4,F22,S172,29281
T14513,"Leadership, Courage, and Heroism Studies",D2,F15,S132,29264
T13220,Plant and Fungal Interactions Research,D3,F18,S169,29200
T14234,Data Privacy and Cybersecurity,D2,F13,S110,29176
T12726,Philosophical and Cultural Analysis,D2,F12,S92,29120
T12689,Silymarin and Mushroom Poisoning,D4,F22,S200,29119
T14106,Environmental and Sediment Control,D1,F4,S37,29107
T12312,"Culture, Economy, and Development Studies",D2,F13,S114,29059
T12774,Bauxite Residue and Utilization,D1,F1,S5,29008
T12549,Image and Object Detection Techniques,D1,F3,S28,28979
T12531,Values and Moral Education,D2,F13,S107,28969
T11627,Autoimmune Neurological Disorders and Treatments,D4,F22,S172,28948
T12077,Vacuum and Plasma Arcs,D1,F2,S19,28946
T14292,"Migration, Policy, and Dickens Studies",D2,F13,S114,28930
T12802,Competency Development and Evaluation,D2,F15,S132,28913
T11892,Kawasaki Disease and Coronary Complications,D4,F22,S190,28906
T12876,Potassium and Related Disorders,D4,F22,S200,28891
T11807,Infrastructure Resilience and Vulnerability Analysis,D1,F1,S6,28882
T14494,American Literature and Culture,D2,F12,S97,28800
T12655,Female Genital Mutilation/Cutting Issues,D4,F22,S192,28770
T12049,Tuberous Sclerosis Complex Research,D4,F22,S166,28757
T14042,Technology and Security Systems,D1,F3,S26,28732
T13203,Environmental Changes in China,D1,F4,S40,28694
T12737,Electrical Fault Detection and Protection,D1,F1,S2,28626
T13928,Advanced Sensor Technologies Research,D1,F1,S8,28623
T14148,Kierkegaardian Philosophy and Influence,D2,F12,S92,28589
T13626,Educational and Organizational Development,D2,F16,S141,28563
T14040,Problem Solving Skills Development,D4,F23,S230,28559
T13477,Sustainable Design and Development,D1,F1,S12,28556
T11347,Neural Networks Stability and Synchronization,D1,F3,S29,28549
T14290,Education Methods and Practices,D2,F13,S107,28537
T11517,Advanced optical system design,D1,F1,S8,28451
T12270,Microwave-Assisted Synthesis and Applications,D1,F7,S63,28403
T12759,Vehicle Noise and Vibration Control,D1,F1,S15,28391
T11842,Ultrasound and Cavitation Phenomena,D1,F5,S46,28356
T13898,Diverse Interdisciplinary Research Studies,D1,F3,S25,28299
T13235,Management Theory and Practice,D2,F16,S141,28233
T11909,Histiocytic Disorders and Treatments,D4,F22,S166,28229
T13448,Indigenous Cultures and Socio-Education,D2,F13,S112,28212
T13341,Belt Conveyor Systems Engineering,D1,F1,S5,28207
T14260,Impact of AI and Big Data on Business and Society,D2,F14,S128,28150
T13903,Innovative Educational Techniques,D2,F13,S107,28137
T12832,Biocrusts and Microbial Ecology,D3,F17,S148,28087
T12782,Assembly Line Balancing Optimization,D1,F1,S7,28070
T11015,Down syndrome and intellectual disability research,D4,F22,S192,28039
T13643,Artificial Intelligence in Law,D2,F13,S108,28027
T14011,Elevator Systems and Control,D1,F1,S9,28014
T11466,Innovative Education and Learning Practices,D2,F13,S121,27976
T11778,Electrical and Bioimpedance Tomography,D1,F1,S2,27957
T12193,Trigeminal Neuralgia and Treatments,D4,F22,S205,27932
T14125,"Education, Sociology, Communication Studies",D2,F13,S112,27865
T14424,Economic Analysis and Policy,D2,F11,S89,27862
T12149,Nanocluster Synthesis and Applications,D1,F5,S46,27851
T14053,Dengue and Mosquito Control Research,D2,F13,S105,27826
T12819,Environmental Philosophy and Ethics,D1,F4,S41,27816
T13849,Enterobacteriaceae and Cronobacter Research,D3,F18,S169,27811
T13377,Ecosystem dynamics and resilience,D1,F4,S40,27808
T10964,Wireless Communication Security Techniques,D1,F1,S2,27767
T13988,Public Administration and Governance,D2,F13,S108,27752
T12875,Thermal Expansion and Ionic Conductivity,D1,F5,S46,27725
T12877,Social Issues in Poland,D2,F13,S109,27632
T13980,Alexander von Humboldt Studies,D3,F20,S182,27617
T12582,Flavonoids in Medical Research,D4,F22,S185,27607
T12948,Inclusion and Disability in Education and Sport,D2,F13,S105,27600
T13442,Geochemistry and Geochronology of Asian Mineral Deposits,D2,F11,S89,27580
T12237,Congenital gastrointestinal and neural anomalies,D4,F22,S190,27505
T12642,Polymer-Based Agricultural Enhancements,D1,F1,S8,27505
T14035,"Literature, Culture, and Aesthetics",D2,F12,S95,27499
T14331,Medicinal Plant Pharmacodynamics Research,D3,F21,S185,27496
T12812,Meromorphic and Entire Functions,D1,F8,S71,27477
T13453,Alkaline Phosphatase Research Studies,D4,F22,S212,27447
T14500,Advanced Mathematical Theories,D1,F8,S73,27431
T13535,Wireless Sensor Networks and IoT,D1,F1,S9,27406
T12344,Silicon Effects in Agriculture,D3,F17,S146,27400
T13038,Internet of Things and AI,D1,F3,S26,27399
T12915,Biochemical Acid Research Studies,D3,F18,S165,27385
T10871,Catalytic Alkyne Reactions,D1,F7,S63,27338
T13778,Comparative and World Literature,D2,F12,S93,27327
T14503,"Globalization, Economics, and Policies",D2,F11,S89,27324
T12331,Hereditary Neurological Disorders,D3,F19,S171,27308
T11608,Dielectric materials and actuators,D1,F1,S8,27284
T14280,Big Data Technologies and Applications,D2,F14,S126,27265
T12721,Moringa oleifera research and applications,D3,F17,S146,27263
T13037,Piperaceae Chemical and Biological Studies,D3,F21,S185,27250
T11096,Aeroelasticity and Vibration Control,D1,F1,S1,27249
T13119,Philosophy and Social Theory,D2,F13,S105,27244
T12053,Minimally Invasive Surgical Techniques,D4,F22,S190,27240
T13121,Radio Wave Propagation Studies,D1,F1,S1,27195
T12380,Authorship Attribution and Profiling,D1,F3,S25,27155
T11940,Layered Double Hydroxides Synthesis and Applications,D1,F5,S46,27132
T12318,Quinazolinone synthesis and applications,D1,F7,S63,27118
T13271,Ukrainian Legal and Forensic Studies,D2,F13,S108,27116
T14119,Agricultural and Environmental Management,D2,F13,S114,27093
T11612,Stochastic Gradient Optimization Techniques,D1,F3,S25,27063
T14055,Consumer Packaging Perceptions and Trends,D2,F16,S142,27048
T12709,Optimization and Mathematical Programming,D1,F1,S9,27034
T14512,Technology and Human Factors in Education and Health,D4,F22,S192,27022
T14200,"Medical, Sociocultural, and Biopolitical Studies",D2,F13,S108,27013
T13875,Legal Studies and Reforms,D2,F13,S108,26985
T13828,Natural Products and Biological Research,D4,F22,S190,26977
T13000,World Systems and Global Transformations,D2,F13,S108,26975
T13422,Phytochemistry and biological activities of Ficus species,D3,F17,S146,26973
T12078,Environmental remediation with nanomaterials,D1,F1,S8,26950
T13384,Regional Economic Development and Innovation,D2,F16,S137,26949
T13475,Digital Transformation in Law,D2,F11,S90,26922
T11607,Microwave and Dielectric Measurement Techniques,D1,F1,S2,26914
T12631,Head and Neck Anomalies,D4,F22,S190,26887
T12048,Microencapsulation and Drying Processes,D3,F17,S151,26825
T14351,Statistical and Computational Modeling,D1,F3,S25,26823
T13847,Literature Analysis and Criticism,D4,F22,S188,26812
T11248,Advanced Power Amplifier Design,D1,F1,S2,26810
T13329,Joseph Conrad and Literature,D2,F12,S93,26794
T13248,Healthcare Technology and Patient Monitoring,D4,F22,S190,26786
T13080,Advanced Differential Geometry Research,D1,F2,S18,26783
T12311,Political Theology and Sovereignty,D2,F13,S105,26782
T14435,Information Retrieval and Data Mining,D1,F3,S26,26773
T12769,Stoma care and complications,D4,F22,S190,26763
T12541,Graph Labeling and Dimension Problems,D1,F3,S31,26737
T12410,Structural and Chemical Analysis of Organic and Inorganic Compounds,D1,F7,S63,26726
T11471,Block Copolymer Self-Assembly,D1,F5,S46,26692
T12315,Older Adults Driving Studies,D4,F23,S228,26691
T13335,Pharmacological Effects of Medicinal Plants,D4,F22,S185,26681
T13487,Statistical and numerical algorithms,D1,F8,S71,26662
T13467,Drug-Induced Ocular Toxicity,D4,F22,S206,26661
T11605,Visual Attention and Saliency Detection,D1,F3,S28,26644
T12136,Vanadium and Halogenation Chemistry,D1,F7,S66,26644
T13208,Synthesis of heterocyclic compounds,D1,F7,S63,26578
T12923,Digital Image Processing Techniques,D1,F3,S28,26525
T11543,Employee Performance and Motivation,D2,F16,S141,26500
T13965,Laser and Thermal Forming Techniques,D1,F1,S3,26468
T14093,Global Health and Epidemiology,D4,F23,S232,26438
T13295,Safety Systems Engineering in Autonomy,D1,F1,S11,26353
T14230,Occupational and Professional Licensing Regulation,D2,F11,S89,26322
T13481,Neurological diseases and metabolism,D3,F19,S172,26316
T13317,"Media, Communication, and Education",D2,F13,S118,26302
T12069,Commutative Algebra and Its Applications,D1,F8,S74,26293
T12695,Urinary and Genital Oncology Studies,D4,F22,S190,26277
T13231,"History, Culture, and Diplomacy",D2,F12,S97,26245
T13048,Patient Dignity and Privacy,D4,F22,S192,26168
T12415,Employer Branding and e-HRM,D2,F16,S141,26156
T11996,Random lasers and scattering media,D1,F2,S24,26151
T13242,Male Reproductive Health Studies,D4,F23,S224,26121
T11897,Digital Holography and Microscopy,D1,F2,S19,26120
T13803,Organizational Strategy and Culture,D2,F16,S141,26094
T12469,"Chaos, Complexity, and Education",D1,F3,S31,26093
T11884,Redox biology and oxidative stress,D3,F18,S158,26088
T14217,American Literature and Humor Studies,D2,F12,S93,26047
T12295,"Foucault, Power, and Ethics",D2,F13,S105,26035
T11788,Nonlinear Optical Materials Studies,D1,F1,S8,26029
T13865,Nationalism and Cultural Identity,D2,F13,S119,26019
T13542,"Grit, Self-Efficacy, and Motivation",D2,F15,S132,26017
T12796,Dermatological and COVID-19 studies,D4,F22,S203,26015
T13411,Labor Market and Education,D2,F11,S89,26011
T11832,Doctoral Education Challenges and Solutions,D4,F23,S224,26005
T11502,Facility Location and Emergency Management,D2,F16,S141,25949
T12850,Field-Flow Fractionation Techniques,D1,F1,S3,25912
T13673,Library Science and Information,D1,F3,S26,25889
T11523,Nanomaterials and Printing Technologies,D1,F1,S2,25875
T14036,Literary and Philosophical Studies,D2,F13,S108,25816
T13159,Structural mechanics and materials,D1,F5,S46,25793
T13526,14-3-3 protein interactions,D3,F18,S158,25786
T13225,Polish-Jewish Holocaust Memory Studies,D2,F12,S92,25776
T13258,Williams Syndrome Research,D3,F19,S177,25754
T13646,Qur’anic Interpretation Studies,D2,F13,S107,25731
T13090,Medicinal Plant Extracts Effects,D4,F22,S197,25727
T12508,Functional Equations Stability Results,D1,F8,S71,25667
T14171,"Education, Law, and Society",D2,F13,S108,25639
T12139,Advanced Thermodynamic Systems and Engines,D1,F1,S5,25622
T13541,IoT-based Control Systems,D1,F3,S27,25589
T13354,Genetics and Physical Performance,D3,F18,S159,25571
T13843,African Sexualities and LGBTQ+ Issues,D2,F13,S105,25567
T12406,IoT and GPS-based Vehicle Safety Systems,D1,F1,S5,25561
T14096,Advancements in Materials Engineering,D1,F1,S5,25515
T14367,Logistics and Infrastructure Analysis,D3,F17,S155,25505
T14415,Biomedical Research and Pathophysiology,D4,F22,S205,25474
T12387,Galectins and Cancer Biology,D3,F20,S179,25387
T12212,CNS Lymphoma Diagnosis and Treatment,D4,F22,S172,25381
T12272,Cardiovascular Conditions and Treatments,D4,F22,S198,25377
T11820,Learning Styles and Cognitive Differences,D2,F15,S134,25358
T13908,Scientific and Historical Analyses,D2,F12,S92,25340
T12665,Bamboo properties and applications,D3,F17,S146,25337
T12442,Thermal Radiation and Cooling Technologies,D1,F1,S6,25329
T13765,Social Science and Policy Research,D2,F13,S109,25309
T14421,Educational Philosophies and Pedagogies,D2,F13,S107,25271
T11873,PAPR reduction in OFDM,D1,F1,S2,25253
T12612,Strong Light-Matter Interactions,D1,F2,S19,25181
T12997,Outdoor and Experiential Education,D2,F15,S132,25168
T11947,Molten salt chemistry and electrochemical processes,D1,F10,S84,25163
T13410,Immune responses and vaccinations,D3,F20,S179,25163
T13361,Coconut Research and Applications,D1,F7,S66,25135
T12989,Ocular Disorders and Treatments,D3,F18,S159,25126
T11188,Coagulation and Flocculation Studies,D1,F4,S43,25111
T14417,Central Asia Education and Culture,D2,F13,S108,25104
T13720,Benford’s Law and Fraud Detection,D1,F8,S70,25102
T12738,Corporate Identity and Reputation,D2,F16,S137,25096
T13299,Educational Leadership and Administration,D2,F13,S107,25093
T12284,Emotional Labor in Professions,D2,F13,S105,25084
T12707,Vehicle License Plate Recognition,D1,F1,S13,25078
T14007,Indigenous and Place-Based Education,D2,F13,S107,25071
T12466,Near-Field Optical Microscopy,D1,F1,S8,25044
T14213,Global Politics and Economy,D2,F11,S89,25037
T12730,"Weber, Simmel, Sociological Theory",D2,F13,S105,25026
T12174,Hospital Admissions and Outcomes,D4,F22,S213,25008
T13476,Indonesian Election Politics and Participation,D2,F13,S108,24906
T11693,Cryptography and Residue Arithmetic,D1,F3,S26,24891
T12216,Network Time Synchronization Technologies,D1,F3,S29,24883
T12152,Concrete Properties and Behavior,D1,F1,S6,24878
T12846,Ginkgo biloba and Cashew Applications,D4,F22,S197,24873
T14344,Pathogenesis and Treatment of Hiccups,D4,F22,S166,24834
T12608,Spatial Neglect and Hemispheric Dysfunction,D3,F19,S173,24799
T13286,Modeling and Simulation Systems,D1,F3,S31,24777
T13492,"Science, Technology, and Education in Latin America",D2,F13,S114,24773
T12183,Teratomas and Epidermoid Cysts,D4,F22,S190,24710
T13004,Vitamin K Research Studies,D4,F24,S235,24690
T14136,Education and Military Integration,D2,F13,S107,24653
T13971,Synthesis and Biological Activity,D3,F18,S163,24645
T13165,Agricultural safety and regulations,D3,F17,S151,24494
T12176,Optimization and Packing Problems,D1,F1,S7,24412
T12007,Plasma and Flow Control in Aerodynamics,D1,F1,S1,24404
T13821,Coaching Methods and Impact,D2,F15,S136,24393
T12357,Digital Media Forensic Detection,D1,F3,S28,24385
T12401,Scheduling and Timetabling Solutions,D2,F14,S128,24366
T13767,Leech Biology and Applications,D4,F22,S185,24362
T12200,Heusler alloys: electronic and magnetic properties,D1,F5,S52,24351
T14294,Impulse Buying and Technology Impacts,D2,F11,S89,24336
T13047,Pharmacological Receptor Mechanisms and Effects,D3,F18,S158,24313
T13479,Food Science and Nutritional Studies,D4,F24,S235,24278
T13813,Oral and Craniofacial Lesions,D4,F23,S230,24241
T12484,Retinopathy of Prematurity Studies,D4,F22,S198,24234
T12404,Mathematical Approximation and Integration,D1,F8,S75,24196
T10931,Direction-of-Arrival Estimation Techniques,D1,F3,S32,24191
T13366,Accounting Theory and Financial Reporting,D2,F16,S138,24169
T12684,Stuttering Research and Treatment,D2,F15,S130,24158
T12696,Icing and De-icing Technologies,D1,F1,S1,24154
T13588,Regional resilience and development,D2,F11,S89,24118
T13214,Powdery Mildew Fungal Diseases,D3,F17,S146,24117
T13776,Phytochemical and Pharmacological Studies,D4,F22,S197,24114
T13446,"Antioxidants, Aging, Portulaca oleracea",D3,F19,S171,24062
T13517,Environmental and Industrial Safety,D1,F4,S38,24039
T12393,Workplace Spirituality and Leadership,D2,F13,S114,24007
T14146,Earthquake and Tsunami Effects,D1,F1,S6,23995
T12778,History of Medicine and Tropical Health,D2,F12,S97,23968
T12980,Family Caregiving in Mental Illness,D2,F15,S130,23962
T13201,Infectious Encephalopathies and Encephalitis,D4,F22,S195,23960
T11498,Security in Wireless Sensor Networks,D1,F3,S29,23946
T13428,Anarchism and Radical Politics,D2,F13,S105,23944
T13380,Sound Studies and Aurality,D2,F15,S133,23924
T12814,Gaussian Processes and Bayesian Inference,D1,F3,S25,23906
T12088,Intergenerational and Educational Inequality Studies,D2,F13,S105,23856
T13620,Education for Peace and Conflict Resolution,D2,F13,S105,23793
T13371,Military Defense Systems Analysis,D1,F1,S1,23792
T12966,Russian Literature and Bakhtin Studies,D2,F13,S107,23775
T13378,Agricultural Development and Policies,D3,F17,S153,23710
T14438,Advanced Scientific Research Methods,D3,F17,S151,23679
T11504,Advanced Authentication Protocols Security,D1,F3,S29,23657
T14126,Intramuscular injections and effects,D4,F22,S213,23649
T13576,"Cyprus History, Politics, Society",D2,F13,S105,23635
T13527,Transportation Systems and Logistics,D1,F1,S6,23614
T13841,Psychology of Social Influence,D2,F13,S105,23592
T12474,Education Discipline and Inequality,D2,F13,S107,23585
T13718,Media Influence and Politics,D2,F13,S105,23578
T14097,Chemistry Education and Research,D2,F13,S107,23508
T13725,Pineapple and bromelain studies,D3,F18,S158,23501
T12285,Surface Chemistry and Catalysis,D1,F1,S8,23451
T13799,Media and Communication Studies,D2,F13,S118,23441
T14170,Classical Studies and Philology,D2,F12,S100,23437
T12000,Systems Engineering Methodologies and Applications,D1,F1,S9,23431
T13063,Education and experiences of immigrants and refugees,D2,F13,S107,23393
T13263,Building energy efficiency and sustainability,D1,F1,S12,23387
T12303,Tensor decomposition and applications,D1,F8,S77,23326
T13495,Biographical and Historical Analysis,D2,F12,S97,23304
T13313,Dupuytren's Contracture and Treatments,D4,F22,S211,23301
T12962,Nephrotoxicity and Medicinal Plants,D4,F22,S198,23278
T13230,Synthesis and Reactivity of Heterocycles,D1,F7,S63,23274
T13779,Cancer Mechanisms and Therapy,D4,F22,S205,23235
T12683,Studies on Chitinases and Chitosanases,D3,F18,S158,23201
